HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
Plateau,Nigeria,Plateau,,,Plateau,Nigeria,Plateau,,,,9.209895102,6061.013723,2012.978598,257.8337338,1008.764061,-2137.216155,357.6915507,-2627.160817,234.9519325,254.2422144,291.7291821,236.7483019,181.9976105,98.39849373,488.9814605,0.405874514,1.475473467,149.0151866,223.7190201,646.0193895,-2555.806067,-818.5340355,3.66E-05,4.21E-05,394.3812504,393.946519,679.4001941,0.658123108,0.031431142,76.32073231,1.633696042,0.051481015,0,1.186631266,8.885032483,0.043086775,0.000397863,11.61661616,0,0.236544594,76.55727691,4333.527588,1.13E-05,5825.379582,491.1204379,73877.14678,2165.102073,19624.28028,25783.62507,9178.534275,4081.874245,1509.46684,770.6107543,17753.05483,7985.93149,218.2611933,904.8300879,53062.23084,0.001300201,-0.003608353,-3.39E-06,-2.63E-06,-0.132018242,0.063379815,0.037330774,565.7439077,-0.057831427,-1.55E-05,25.57350856,2.1777109,9.04E-06,8.022728694,-0.285650721,0.000742149,1.549980365,21.05584349,0.464015094,9.162562956,15994.47136,164.2453282,0,0.155373627,1097.625868,2809.211144,32.75666091,8398.292833,8.106078856,4257.18833,3811.34358,1305.013646,2976.203299,583.7207883,1036.308649,3733.819253,3468.591748,2427.393547,5.699633622,5.178365726,7,62,10971.10713,1299.880426,10.33578047,21.99641431,12.97421013,199.5757385,17.54489721,10.24759812,137.3060537,13.23356419,45.39873256,21.22301722,16.49659728,59.49052011,12.63042444,7.356917022,0.032746244,16.4047678,13.8182471,7,30722
Rivers,Nigeria,Rivers,,,Rivers,Nigeria,Rivers,,,,4.861000818,20771.43259,1367.345184,260.1822508,2441.010924,-2074.62413,318.1975195,-2669.701531,246.4755134,267.0243463,273.1705959,248.3786069,225.8021308,66.81273398,1052.38585,18.17261862,76.07351568,240.0185662,409.5255258,1146.5162,-2639.104636,-1753.928329,2.271553303,0.442927472,657.4174844,661.914401,1363.626284,0.578760382,0.123401622,20.04190977,3.388938739,49.34165382,0.051206706,1.492512284,9.065534144,2.182501355,12.85626018,0.600707919,0.000318444,0.841169114,20.88307889,29046.86316,1.40E-05,8448.89773,662.9507184,179206.3093,1656.938504,30333.85444,26950.9194,9323.475999,3121.265795,1255.626753,1161.768492,19661.80765,8343.144147,327.9794863,772.5387858,120427.8943,-0.00013336,-0.000315078,-1.01E-06,-8.26E-07,-0.070172882,-0.028701859,-0.006209761,18.15897403,-0.018097029,-4.33E-06,6.461517811,0.431036333,2.26E-06,2.12771124,-0.07626263,2.85E-05,0.144568177,0.807531295,0.521080272,49.34459037,6179.865003,896.8814178,0.14971401,0.035118998,16985.02441,2889.115915,33.8290981,14461.85972,12.77337378,4699.700096,5970.066059,511.0536613,2326.670662,316.3606023,597.1625425,2321.631205,1578.16937,779.3139676,16.2546674,46.67359014,1,22,10584.68096,1076.092043,12.6119122,23.73384784,6.638150819,199.964986,19.05835534,39.756066,311.6888873,34.93647993,52.14641271,15.80505806,17.33046766,50.62259454,34.58761641,9.393508695,0.458330765,59.99390924,17.82924916,1,30122
Sokoto,Nigeria,Sokoto,,,Sokoto,Nigeria,Sokoto,,,,13.03404443,2112.542853,2803.19998,286.6948958,601.1760999,-2192.434971,402.5180699,-2603.533208,241.8193783,254.8020553,332.8250234,274.3189955,165.080643,135.7073371,21.83113009,0,6.43E-05,64.04849331,192.498155,555.2455757,-2494.062577,200.0049212,0.00012534,0.000156132,366.0946659,364.496392,611.7825453,0.584552115,1.63704219,73.23753198,0,0,0,18.8889613,5.209959648,0.270949178,0,0.424532115,0.000315593,0.295909716,73.53344169,841.1664781,3.36E-07,4163.207741,726.0319477,83581.99623,2379.962452,20234.00118,25470.99357,9161.353653,4147.619431,1580.243373,813.28003,17677.14694,7924.190492,231.6607815,962.194816,63630.54195,-0.000463931,-4.53E-05,-9.07E-07,-1.42E-06,0.016458196,-0.089903681,-0.023580635,289.6265547,0.000747746,-3.45E-06,6.816376299,0.577942828,1.33E-06,2.132578963,-0.066162139,2.91E-05,0.253541811,30.81911149,0.244354114,9.31638544,8867.074762,168.7016727,0,0.169658334,431.3377969,2072.170402,22.90541762,3791.634436,4.798743913,2828.425188,1252.977971,2281.814485,3819.9556,884.0192222,1581.91688,4810.037587,4756.591744,3757.321848,2.132457912,20.46513424,7,62,12815.5715,1483.072428,8.935008818,15.39522868,7.635377623,199.9600102,12.83674655,4.971353335,55.88658675,6.352965897,39.22882453,16.0818163,13.94619229,63.2309638,4.563117558,1.648422003,0.129336191,5.237415365,11.63268421,7,30722
Taraba,Nigeria,Taraba,,,Taraba,Nigeria,Taraba,,,,8.033658972,7709.999784,1842.561931,264.6939218,1701.301812,-2131.432492,362.4309065,-2630.021224,243.0601743,267.4823077,296.1487921,245.7900278,192.962087,89.25322005,780.9315031,1.884244339,6.745978057,145.1903319,316.77751,903.4490708,-2562.031183,-909.1162977,0.000816125,0.001387098,411.4565433,411.7606453,719.7902953,0.422574855,0.209026891,34.29354982,11.09200639,3.178348255,0,0.960489994,33.49108526,0.376842356,0.031624414,16.33048196,0,0.032365189,34.32591501,16195.57968,1.83E-05,6203.076905,380.3781631,66037.1418,1789.624427,17795.24122,25027.38077,9097.979844,4384.918803,1652.814703,683.9566535,16835.83213,7794.483588,192.821204,991.1456165,44710.78878,-0.003408989,0.002619911,-1.09E-05,-1.13E-05,0.034289534,-0.057444697,-0.022115352,403.1449562,0.017854036,-4.12E-05,45.52461329,3.889487931,2.14E-05,14.35818013,-0.655678736,0.001964619,1.980636252,25.49248816,1.376597372,2.978755725,2815.174823,53.68867635,0,0.026624967,6578.966581,3335.023222,39.72645637,11694.65843,12.39691453,5146.259687,5369.090308,962.4096901,2890.975687,479.9725379,865.7308823,3389.688378,2815.568783,1795.223214,7.80590461,8.634888949,7,44,9773.883138,1270.224443,11.15456565,22.73103492,14.79453447,197.732062,18.44480513,16.80805419,185.1086238,19.27471342,46.37538621,22.59000917,16.72455004,58.09826242,22.12767962,14.38390717,0.068043872,35.90443555,8.955686488,7,30707
Yobe,Nigeria,Yobe,,,Yobe,Nigeria,Yobe,,,,12.29731259,1810.611516,2722.179907,277.2032528,484.8629661,-2207.889134,397.1643208,-2599.91847,223.0844383,239.5652856,325.1597621,271.902963,145.914754,142.8542379,0.017901358,0,0.008898317,42.78553452,164.1075999,472.31095,-2480.250436,558.118806,0.000347043,0.000268046,376.3024419,375.1403154,636.0623511,0.529824233,1.191557097,68.22917224,0.013623634,0,0,19.49861773,10.08883745,0.03288826,0.003356158,0.825176512,0,0.059803472,68.28897571,1533.664557,3.13E-07,4002.125344,590.0008832,65347.88097,2135.942669,18535.83907,25385.55071,9136.577456,4244.904565,1591.895057,728.8902476,17330.33627,7883.383561,206.0010833,958.9346568,46823.65995,-0.000106993,0.000229747,-4.08E-07,-7.48E-07,0.103271681,0.019624587,-0.002087504,361.2733883,0.01741851,-2.19E-06,4.998643836,0.374073976,1.13E-06,1.599412934,-0.038494213,2.95E-05,0.111933794,23.64565622,0.185545142,4.213241777,6396.150301,77.57526646,0,0.041190108,428.1646398,2052.483752,22.17956966,3469.343524,4.651812259,2726.427793,1069.336738,2420.16141,3995.426649,972.4262528,1719.335867,5040.900574,5116.472417,4162.605529,2.64374042,42.45122371,7,62,13535.78388,1495.47699,9.492056747,12.19101671,4.136986566,199.9975761,10.60011323,4.42761209,51.45140383,5.845815605,38.86813206,13.38253659,13.74310918,68.69446578,4.420740956,1.676670443,0.047028331,4.813949416,10.615229,7,30722
Zamfara,Nigeria,Zamfara,,,Zamfara,Nigeria,Zamfara,,,,12.08839165,3213.724497,2524.710405,271.8421585,918.2241655,-2183.649012,388.0026127,-2609.90786,237.3732915,245.2890225,316.5131748,255.0906359,165.8369034,123.7840776,113.9797638,0.002561922,0.014323972,80.15575242,279.7968059,767.7788258,-2509.334299,-82.98078408,0.000120712,0.000120712,365.8938331,364.226172,612.4380221,0.643326438,0.245941318,86.82545474,0.018099566,0,0,7.308705747,4.014151836,0.192544112,0,1.249752228,0,0.134779596,86.96023433,838.0464024,1.20E-06,4718.047787,592.0599946,83808.77781,2229.90629,20991.76419,25979.56648,9206.098168,3933.265525,1472.208792,825.6529143,18102.04592,8039.577767,234.3533766,889.6687661,60857.93811,-0.001202312,0.000771515,-5.37E-07,4.97E-07,0.076181454,-0.113270148,-0.055915958,421.3655706,0.039299629,-3.40E-06,9.161291877,0.787089436,3.09E-06,2.888882958,-0.048144205,5.44E-05,0.717239215,24.11010183,0.228893989,7.584122473,26191.99925,137.1097592,0,0.114488069,541.0934029,2483.610061,27.70834482,5231.378953,6.301299521,3501.170095,1772.418004,1803.927525,3468.961708,766.3655888,1360.624092,4321.874471,4115.435737,3077.322985,3.227116672,2.476426194,7,62,12458.85985,1442.102561,7.870445703,17.33049698,11.3155102,199.9944456,14.52867118,6.754283469,84.70802543,8.853442377,40.61771804,20.2721987,15.16924094,62.20757502,9.438141555,4.33919328,0.161028532,11.97086561,13.3222276,7,30722
Attock,PakistanPunjab,,,Attok,Attok,Pakistan,Punjab,,Rawalpindi,Attok,33.48352671,2991.692735,1812.050224,220.2744113,919.0871892,-2380.08581,378.4842925,-2611.063558,108.5631953,184.0424873,312.3361339,299.3165876,35.93231342,74.35770996,129.7787941,17.81276335,61.10143199,411.4173461,198.5965601,584.9534407,-2388.948028,4820.467009,0.000510688,0.001254115,332.0068899,328.6523662,536.250357,0.57781052,7.075149767,74.98739619,0.777322895,0,0.013217461,0.506444885,0.163418161,0.188495757,0,15.75753272,0,0.528130922,75.51552711,245.465685,0,3390.394608,1025.876509,98682.01179,2343.157628,22243.74662,25956.68735,9217.832408,3888.783482,1484.180677,878.6522835,18289.79419,8061.24526,251.110819,906.4979947,71796.90723,-0.002557255,0.000236847,7.07E-07,-3.53E-06,-0.013404097,-0.12147861,-0.072029639,402.4457612,-0.021254905,-1.23E-05,23.30677249,1.930085722,7.14E-06,7.585339874,-0.198805481,0.000554509,0.01034521,20.57759383,0.218958704,15.8321311,15434.61621,290.3060701,0,0.649195744,2281.487326,1943.907988,26.97312644,4527.207373,4.92650234,3220.923389,2772.698565,1289.896742,2436.89884,650.5884078,1085.764311,2645.268554,2521.021195,1975.82302,5.597955611,11.03566372,13,814,1298.47078,1495.449199,19.10153638,23.96211227,13.29399366,191.9335051,21.5332682,10.03660969,126.0788208,13.47762808,40.61698361,42.75738026,14.34286465,77.45194649,2.237044392,0.720480535,0.118401124,3.082635025,13.48738637,13,81307
Bahawalnagar,PakistanPunjab,,,Bahawalnagar,Bahawalnagar,Pakistan,Punjab,,Bahawalpur,Bahawalnagar,29.64289645,940.81025,2197.383147,258.9462158,258.2122494,-2355.412787,406.3483655,-2605.813017,140.1243454,168.2117384,344.9809698,337.161079,72.27841082,99.29195612,21.43701905,2.254498626,9.679057493,86.92984054,73.74133325,186.1146219,-2397.430047,4859.079183,0.003142907,0.003209489,363.391479,361.6304497,606.2078057,0.668014295,17.49310013,74.65087576,0,0,0,1.204185867,0.626222044,0.161431634,0,5.124383243,0,0.735744122,75.38661988,76.06954522,0,3434.241767,1418.360412,373218.4508,2339.084233,40059.43123,25632.23152,9093.291671,3296.360448,1772.727862,1600.27759,19462.85419,7930.429933,467.3409681,1259.876018,286567.3979,-0.000296695,3.82E-05,-3.49E-07,-6.22E-07,-0.003406803,-0.119877655,-0.014670874,152.1497227,0.002074345,-1.43E-06,2.675228128,0.166666907,8.19E-07,0.885160404,-0.021785544,4.80E-06,0.01737987,25.84617,0.100673992,22.917324,23488.10553,387.6842552,0,0.828904522,1011.14268,2402.850774,34.60636283,3899.91337,7.778450668,3402.261878,392.6614758,1554.079671,3051.8402,806.804206,1346.12072,3059.454506,2824.40421,2259.599242,0.735176846,49.78716182,13,318,6267.019612,1516.589397,11.01787655,21.25883309,3.728257056,199.9981816,17.49934625,6.389695529,88.03307631,9.415278309,39.64525982,33.5195598,15.78900932,81.10165343,1.712777441,0.641983512,0.268169914,3.880101578,16.80567858,13,41304
Bahawalpur,PakistanPunjab,,,Bahawalpur,Bahawalpur,Pakistan,Punjab,,Bahawalpur,Bahawalpur,28.81239454,702.1957598,2362.727239,269.3941238,169.7513043,-2355.32127,418.4780699,-2603.521124,149.8952274,222.8688021,357.9291358,338.1518988,78.34379627,102.6465326,15.92420145,1.484277902,7.025670091,41.93370777,48.36763355,130.4718414,-2391.365731,4829.821282,8.24E-05,6.92E-05,328.0445555,324.5376076,526.3294848,0.379910605,65.24702113,22.67836241,0.000341741,0,0.000124269,0.596296967,4.923697249,0.014646733,0.001242694,6.260837449,0,0.276357722,22.95472013,606.6103783,0,2849.304626,763.9695976,126047.5112,2217.574987,15167.65708,15193.74706,7430.374252,6721.498,4652.854541,614.6069812,10259.44976,5009.265642,179.1828378,3725.808161,100045.0543,-0.000275769,-0.000111467,-9.37E-07,-9.21E-07,-0.030567071,-0.078143448,-0.016800853,116.2011028,-0.010282442,-3.74E-06,5.052878396,0.360202722,2.28E-06,1.657701767,-0.042456397,2.52E-05,0.002640415,17.69418569,0.142101376,8.360688945,8514.615886,146.1171378,0,0.306980113,2879.85907,1366.95981,34.63934893,2163.448871,7.528305657,1923.978176,155.3836449,2148.176259,3062.423075,1029.514364,1721.151075,3316.909713,3510.71116,3156.620015,1.646335408,46.76995163,13,318,6496.244854,1492.023983,11.08598813,17.56151722,4.695475309,199.9919743,13.89108304,4.094644204,38.05818688,4.813451954,40.04164463,22.20403848,16.16410591,81.7503762,0.751194281,1.048513068,0.08320231,8.18092409,10.08380988,13,41304
Bhakkar,PakistanPunjab,,,Bhakkar,Bhakkar,Pakistan,Punjab,,Sargodha,Bhakkar,31.65379847,1150.790948,2033.438459,252.3522076,372.684799,-2379.919301,410.304127,-2609.275341,133.3814588,218.6389268,345.9960584,325.3118067,62.84691099,80.93505588,39.27341989,4.183845148,17.63926602,72.6840111,86.98810612,244.5817498,-2384.042782,4997.146083,0.012390762,0.006313308,338.7883933,335.830317,550.1763209,0.520038102,21.09557679,45.40789511,0,0,0.018212566,0.478646665,0,0.534550191,0.000383605,32.28761921,0.003455575,0.18491757,45.59281268,2.463817332,0,3635.590228,1182.631421,156089.8209,1681.077407,27164.29376,26327.06992,9230.430207,3537.986176,1426.693215,1043.988267,18777.8056,8115.656844,295.2874357,882.8817028,109339.493,-0.000128089,-0.000305091,-9.66E-07,-3.89E-07,-0.177428168,-0.037217724,-0.006033163,172.3173121,-0.017471057,-1.53E-06,2.565136461,0.145262231,4.09E-07,0.854648939,-0.033274982,4.12E-06,0,12.47453104,0.144925064,11.14871451,30655.51817,196.2523515,0,0.335105224,1165.439439,1741.073056,22.15195539,3110.050132,3.964223621,2477.018617,1181.97159,1698.801902,2755.277172,971.1188095,1499.372404,2827.8283,2847.988206,2480.228648,1.386928755,49.91986957,13,317,4162.347422,1500.242213,15.15384463,24.52816078,6.665380468,199.986513,19.61167713,6.371612134,77.54668822,8.683970764,40.47461635,34.08754174,15.04415372,80.26717701,1.437607589,1.315587933,0.194241128,4.555216151,10.66464048,13,41302
Chakwal,PakistanPunjab,,,Chakwal,Chakwal,Pakistan,Punjab,,Rawalpindi,Chakwal,32.89369688,2733.544076,1814.511995,219.9270258,842.8290298,-2389.574072,368.4761209,-2623.334688,112.115548,187.7635808,305.9293599,292.4884105,52.35666671,81.23983097,99.92710683,14.67975285,52.76105222,209.3627763,194.8051679,575.3900037,-2415.380541,4440.772374,0.000163361,0.00017275,329.7890911,326.3819001,530.065185,0.613993845,5.079527713,84.43909558,0.427415304,0.049193865,0.00166967,0.615048374,0.219432205,0.016601925,0,8.848945145,0,0.299013898,84.73810947,204.2285326,0,3905.393927,951.3616653,88289.5291,2218.795039,21572.33983,26248.74906,9223.057152,3838.626808,1413.603417,845.1494449,18349.10345,8103.502463,239.7728318,852.8064217,63192.85338,-0.001627051,0.003251376,2.71E-06,9.51E-07,0.19341816,-0.069875854,-0.049838458,496.5188301,0.119047009,-4.63E-06,26.85444368,2.253735327,6.43E-06,8.622791355,-0.082041283,0.000715704,0.002433182,21.30465282,0.230843491,13.52282482,14606.11944,257.353617,0,0.580005844,2461.675369,1972.195126,26.57834873,4551.937677,4.855351603,3221.783408,2665.251473,1321.195484,2480.89951,662.6665562,1111.351604,2729.038949,2603.773615,2035.792566,5.184859048,14.3905685,13,814,2338.179927,1486.082088,18.36759782,25.87608683,12.80519498,193.6610133,21.31852304,10.58792851,131.8797929,14.03706702,41.00723206,36.45587129,14.38587205,77.65448901,2.269154673,0.658390072,0.148340581,2.92902784,12.40485718,13,81307
DG Khan,PakistanPunjab,,,Dera Ghazi Kha,Dera Ghazi Kha,Pakistan,Punjab,,Dera Ghazi Khan,Dera Ghazi Kha,30.07307197,1100.611065,2149.522015,244.5622735,366.2449356,-2388.004529,392.4358043,-2619.780774,131.2761054,204.0523222,334.146774,313.8893411,67.4592112,83.45235225,32.79060536,3.631663221,15.83198876,82.753115,91.356703,231.452631,-2406.523396,4649.861634,0.014871266,0.008756732,314.8758559,310.6564659,498.6989125,0.376591633,38.31258403,27.47361671,0.000649243,0,0.948354869,3.63992905,0.53474096,0.637526426,0,28.30854056,0,0.164634663,27.63825137,252.7123914,0,3461.174886,1056.863856,108604.2078,2319.14916,17513.04451,20058.48809,8475.530813,5621.925686,3072.116099,709.7921709,13687.98745,6507.012464,205.3701198,2204.131397,83426.5927,0.012378194,-0.004434081,-1.94E-05,-2.46E-06,-0.138033154,0.286848194,0.08191508,488.6442859,-0.038022581,-3.49E-05,46.06682435,3.873871246,1.49E-05,14.73119328,-0.529788858,0.002119735,0.004135068,44.72358255,0.149633933,8.687297444,17550.65354,160.5410336,0,0.262158131,2054.436263,1438.453415,19.80350248,2314.032828,3.691215077,2143.209544,424.1098615,1790.584506,2691.194212,964.9200911,1500.628985,2983.316247,3130.888974,2683.002947,1.567675323,20.78955949,13,814,3865.700924,1474.762185,16.11518857,23.97381562,18.1035674,181.2422868,19.02802706,8.426526521,101.8609013,10.30103478,41.20507257,30.31670362,15.34510288,80.12410626,0.983032117,1.173427069,0.199311445,2.48972418,10.14700306,13,81307
Faisalabad,PakistanPunjab,,,Faisalabad,Faisalabad,Pakistan,Punjab,,Faisalabad,Faisalabad,31.23575033,1848.837994,1954.972627,249.7765489,406.3218729,-2361.767346,399.3064535,-2607.373659,130.9907485,216.1737797,337.3731119,324.0372197,63.68078805,99.32505055,33.79433031,3.829803265,14.22225904,104.784775,115.6464441,299.2747088,-2395.874337,4911.475347,0.000369443,0.000508655,383.9243252,383.1558684,653.0522317,0.79687882,0.270875688,92.75230813,0,0,0.006456124,0.073238782,0,0.049990658,0,0.093686214,0,6.754831839,99.50713997,1.087435914,0,3875.613415,1007.248936,233177.1158,1867.518191,34464.75155,27773.15965,9390.617274,2844.664642,1132.855525,1343.634207,20592.73805,8494.403889,376.1669678,697.3032729,159869.7677,-0.000183077,-0.000229835,-1.05E-07,-1.58E-07,-0.130041018,-0.101774205,-0.008993198,179.6841601,-0.01307252,-5.43E-07,2.120813583,0.12774979,3.59E-07,0.695788556,-0.008714344,2.65E-06,0.000192548,28.10297972,0.166087974,84.10310458,28893.29745,1462.293885,0,2.382951959,479.68752,2811.551402,36.51278866,5084.821301,7.514657129,4209.304327,1632.180119,1140.981796,2771.476392,639.3459912,1053.757531,2684.911756,2254.677462,1601.408823,0.329993962,49.98644214,13,314,5593.343617,1541.78876,9.465357943,19.22019702,2.589568689,200,18.47758873,5.751087706,98.6724256,10.04951623,38.79516133,49.38382416,15.85558769,81.62976589,1.956862185,0.445633677,0.449419913,2.330795535,22.65004995,13,41303
Mandi Bahauddin,PakistanPunjab,,,Gujarat,Gujarat,Pakistan,Punjab,,Gujranwala,Gujarat,32.43485894,2963.231891,1798.443191,235.5710205,785.2591034,-2371.397695,392.3374921,-2609.779762,121.3180182,198.8481979,327.1021049,307.8394988,54.46693849,102.4309433,89.33798432,8.170625297,31.5413423,136.0083554,221.7896752,622.4865472,-2393.629456,4790.77912,0.017265775,0.016115144,392.7324308,392.3730433,673.4731393,0.764019307,0.236150748,95.62271573,0.015781883,0,0,0.455434896,0,1.145249343,0.01921937,0.241310543,0,2.264360546,97.88707627,1.840696979,0,3646.039467,799.6879339,174372.9724,1830.465955,29635.13881,27264.64622,9346.639447,3134.318843,1206.415367,1151.835389,19841.76391,8381.147146,323.1197848,741.7982494,120726.659,-0.000267156,-0.000253467,-4.95E-07,-1.58E-08,-0.113317729,-0.089013236,-0.011932026,209.4622829,-0.014761569,-9.39E-07,2.999232549,0.178379307,4.37E-07,1.002423746,-0.013353553,5.60E-06,0.000175035,24.91205755,0.439057067,37.52336068,29926.09717,664.7124497,0,1.112815015,523.5789194,2936.570457,40.54202458,7321.841902,9.007295269,4695.071825,3920.113899,943.5958179,2624.120902,517.0658996,902.0724765,2498.76863,2001.937527,1320.011827,0.145062207,47.10200729,13,314,2672.348714,1602.638443,14.89112492,22.95933137,2.037133151,199.9748385,19.9886409,8.249825856,98.5891558,12.01573086,37.29024005,45.77937825,13.33533622,81.18274527,2.005042824,0.443246904,0.597389643,2.204713501,19.34807836,13,41303
Gujrat,PakistanPunjab,,,Gujrat,Gujrat,Pakistan,Punjab,,Gujranwala,Gujrat,32.72762258,4860.220282,1753.143625,230.1765781,1108.816075,-2360.382966,384.6330072,-2609.625433,121.6389082,193.0515095,318.3761331,300.5625938,56.34959556,106.5242186,137.9536272,10.89580016,45.6881818,175.4410554,321.6053421,903.9863561,-2403.216592,4457.703576,0.009975768,0.010456591,458.5974391,460.8054191,832.918423,0.765673405,0.112461431,95.94419743,0.027063802,0,0.002639476,0.409150747,0,0.901182918,0.001439714,0.12904355,0,2.473091932,98.41728937,3.222817241,0,3535.618512,970.685368,193295.8052,2159.363565,32435.44735,27732.67279,9400.87514,2866.64669,1138.389614,1265.542808,20599.02479,8502.294832,358.5667797,702.4801682,137181.6098,-0.001070233,-0.001339731,-1.49E-07,-1.24E-06,-0.358299837,-0.15001714,-0.042294127,255.1672397,-0.084292259,-2.92E-06,6.058323947,0.449959583,1.69E-06,1.977483295,-0.032670688,3.43E-05,0.002206735,8.078550961,0.361510167,61.37828879,19728.29077,1009.247376,0,1.569303476,627.5488425,2584.52437,35.363121,6773.040158,7.360657399,4149.13511,4192.863939,1071.378341,2560.229082,554.7999847,968.1950014,2602.258371,2249.405173,1597.288219,1.487963542,43.28236463,13,814,2191.903771,1593.716198,16.826782,23.72338856,4.40557957,199.0174992,20.60149931,7.515118404,104.2698559,11.57092451,37.5664161,44.3065262,12.92009255,79.09631223,1.906645662,0.432463082,0.262084138,1.743679234,21.29160576,13,81307
